our_soc_code,our_name,felten_soc_code,felten_soc_name,felten_soc_code_2010_final,felten_soc_title,felten_score,match_basis,manual_notes,review_source
11-1011,Chief Executives,11-1011,Chief Executives,11-1011,Chief Executives,1.334246,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-1021,General and Operations Managers,11-1021,General and Operations Managers,11-1021,General and Operations Managers,0.5748773,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-2011,Advertising and Promotions Managers,11-2011,Advertising and Promotions Managers,11-2011,Advertising and Promotions Managers,1.294387,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-2021,Marketing Managers,11-2021,Marketing Managers,11-2021,Marketing Managers,1.315032,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-2022,Sales Managers,11-2022,Sales Managers,11-2022,Sales Managers,1.26628,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-2032,Public Relations Managers,11-2031,Public Relations Managers,11-2031,Public Relations Managers,1.293689,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial
11-2033,Fundraising Managers,11-2031,Public Relations Managers,11-2031,Public Relations Managers,1.293689,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial
11-3012,Administrative Services Managers,11-3011,Administrative Services Managers,11-3011,Administrative Services Managers,0.7398278,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
11-3013,Facilities Managers,11-3011,Administrative Services Managers,11-3011,Administrative Services Managers,0.7398278,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial
11-3021,Computer and Information Systems Managers,11-3021,Computer and Information Systems Managers,11-3021,Computer and Information Systems Managers,1.059853,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-3031,Financial Managers,11-3031,Financial Managers,11-3031,Financial Managers,1.446232,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-3051,Industrial Production Managers,11-3051,Industrial Production Managers,11-3051,Industrial Production Managers,0.5086878,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-3061,Purchasing Managers,11-3061,Purchasing Managers,11-3061,Purchasing Managers,1.423426,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-3071,"Transportation, Storage, and Distribution Managers",11-3071,"Transportation, Storage, and Distribution Managers",11-3071,"Transportation, Storage, and Distribution Managers",0.8907923,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-3111,Compensation and Benefits Managers,11-3111,Compensation and Benefits Managers,11-3111,Compensation and Benefits Managers,1.298235,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-3121,Human Resources Managers,11-3121,Human Resources Managers,11-3121,Human Resources Managers,1.320417,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-3131,Training and Development Managers,11-3131,Training and Development Managers,11-3131,Training and Development Managers,1.284423,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",11-9013,"Farmers, Ranchers, and Other Agricultural Managers",11-9013,"Farmers, Ranchers, and Other Agricultural Managers",-0.1443684,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9021,Construction Managers,11-9021,Construction Managers,11-9021,Construction Managers,1.029139,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9031,"Education and Childcare Administrators, Preschool and Daycare",11-9031,"Education Administrators, Preschool and Child Care Center/Program",11-9031,"Education Administrators, Preschool and Child Care Center/Program",0.838007,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9032,"Education Administrators, Kindergarten through Secondary",11-9032,"Education Administrators, Elementary and Secondary School",11-9032,"Education Administrators, Elementary and Secondary School",1.048811,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9033,"Education Administrators, Postsecondary",11-9033,"Education Administrators, Postsecondary",11-9033,"Education Administrators, Postsecondary",1.461149,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9039,"Education Administrators, All Other",11-9039,"Education Administrators, All Other",11-9039,"Education Administrators, All Other",0.3541265,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9041,Architectural and Engineering Managers,11-9041,Engineering Managers,11-9041,Engineering Managers,0.8370105,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9051,Food Service Managers,11-9051,Food Service Managers,11-9051,Food Service Managers,-0.1213112,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9071,Gambling Managers,11-9071,Gaming Managers,11-9071,Gaming Managers,0.8299207,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9072,"Entertainment and Recreation Managers, Except Gambling",11-9072,"Entertainment and Recreation Managers, Except Gambling",11-9199,"Managers, All Other",0.9646872,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9081,Lodging Managers,11-9081,Lodging Managers,11-9081,Lodging Managers,0.4021726,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9111,Medical and Health Services Managers,11-9111,Medical and Health Services Managers,11-9111,Medical and Health Services Managers,1.260259,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9121,Natural Sciences Managers,11-9121,Natural Sciences Managers,11-9121,Natural Sciences Managers,1.327906,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9131,Postmasters and Mail Superintendents,11-9131,Postmasters and Mail Superintendents,11-9131,Postmasters and Mail Superintendents,0.8233757,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9141,"Property, Real Estate, and Community Association Managers",11-9141,"Property, Real Estate, and Community Association Managers",11-9141,"Property, Real Estate, and Community Association Managers",1.215396,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9151,Social and Community Service Managers,11-9151,Social and Community Service Managers,11-9151,Social and Community Service Managers,1.156153,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9161,Emergency Management Directors,11-9161,Emergency Management Directors,11-9161,Emergency Management Directors,1.030768,raw_crosswalk_single_match,,notebook_raw_soc_bridge
11-9171,Funeral Home Managers,11-9061,Funeral Directors,11-9061,Funeral Directors,0.3719018,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
11-9179,"Personal Service Managers, All Other",11-9199,"Managers, All Other",11-9199,"Managers, All Other",0.9646872,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial
11-9199,"Managers, All Other",11-9199,"Managers, All Other",11-9199,"Managers, All Other",0.9646872,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",1.068559,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1020,Buyers and Purchasing Agents,13-1022,"Wholesale and Retail Buyers, Except Farm Products",13-1022,"Wholesale and Retail Buyers, Except Farm Products",0.8188258,manual_override,Notebook lock for missing-score review,notebook_locked_missing_score
13-1031,"Claims Adjusters, Examiners, and Investigators",13-1031,"Claims Adjusters, Examiners, and Investigators",13-1031,"Claims Adjusters, Examiners, and Investigators",1.274024,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1032,"Insurance Appraisers, Auto Damage",13-1032,"Insurance Appraisers, Auto Damage",13-1032,"Insurance Appraisers, Auto Damage",0.6634955,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1041,Compliance Officers,13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1051,Cost Estimators,13-1051,Cost Estimators,13-1051,Cost Estimators,1.367669,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1071,Human Resources Specialists,13-1071,"Employment, Recruitment, and Placement Specialists",13-1071,"Employment, Recruitment, and Placement Specialists",1.36005,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1075,Labor Relations Specialists,13-1075,Labor Relations Specialists,13-1075,Labor Relations Specialists,1.334834,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1081,Logisticians,13-1081,Logisticians,13-1081,Logisticians,1.297303,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1082,Project Management Specialists,13-1082,Project Management Specialists (##),15-1199,"Computer Occupations, All Other",1.232705,raw_crosswalk_deduplicated,,notebook_raw_soc_bridge
13-1111,Management Analysts,13-1111,Management Analysts,13-1111,Management Analysts,1.432417,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1121,"Meeting, Convention, and Event Planners",13-1121,Meeting and Convention Planners,13-1121,Meeting and Convention Planners,0.3740207,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1131,Fundraisers,13-1131,Fundraisers,13-1131,Fundraisers,1.242567,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1141,"Compensation, Benefits, and Job Analysis Specialists",13-1141,"Compensation, Benefits, and Job Analysis Specialists",13-1141,"Compensation, Benefits, and Job Analysis Specialists",1.440985,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1151,Training and Development Specialists,13-1151,Training and Development Specialists,13-1151,Training and Development Specialists,1.198409,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1161,Market Research Analysts and Marketing Specialists,13-1161,Market Research Analysts and Marketing Specialists,13-1161,Market Research Analysts and Marketing Specialists,1.426757,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-1199,"Business Operations Specialists, All Other",13-1199,"Business Operations Specialists, All Other",13-1199,"Business Operations Specialists, All Other",1.047687,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2011,Accountants and Auditors,13-2011,Accountants and Auditors,13-2011,Accountants and Auditors,1.481956,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2020,Property Appraisers and Assessors,13-2023,Appraisers and Assessors of Real Estate,13-2021,Appraisers and Assessors of Real Estate,0.8413203,manual_override,Notebook lock for missing-score review,notebook_locked_missing_score
13-2031,Budget Analysts,13-2031,Budget Analysts,13-2031,Budget Analysts,1.502988,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2041,Credit Analysts,13-2041,Credit Analysts,13-2041,Credit Analysts,1.345268,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2051,Financial and Investment Analysts,13-2051,Financial Analysts,13-2051,Financial Analysts,1.380615,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2052,Personal Financial Advisors,13-2052,Personal Financial Advisors,13-2052,Personal Financial Advisors,1.400749,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2053,Insurance Underwriters,13-2053,Insurance Underwriters,13-2053,Insurance Underwriters,1.326652,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2054,Financial Risk Specialists,13-2099,"Financial Specialists, All Other",13-2099,"Financial Specialists, All Other",1.361362,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial
13-2061,Financial Examiners,13-2061,Financial Examiners,13-2061,Financial Examiners,1.526064,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2071,Credit Counselors,13-2071,Loan Counselors,13-2071,Loan Counselors,1.385381,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2072,Loan Officers,13-2072,Loan Officers,13-2072,Loan Officers,1.385739,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2081,"Tax Examiners and Collectors, and Revenue Agents",13-2081,"Tax Examiners, Collectors, and Revenue Agents",13-2081,"Tax Examiners, Collectors, and Revenue Agents",1.36682,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2082,Tax Preparers,13-2082,Tax Preparers,13-2082,Tax Preparers,1.29371,raw_crosswalk_single_match,,notebook_raw_soc_bridge
13-2099,"Financial Specialists, All Other",13-2099,"Financial Specialists, All Other",13-2099,"Financial Specialists, All Other",1.361362,raw_crosswalk_single_match,,notebook_raw_soc_bridge
15-1211,Computer Systems Analysts,15-1121,Computer Systems Analysts,15-1121,Computer Systems Analysts,1.19815,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-1212,Information Security Analysts,15-1122,Information Security Analysts,15-1122,Information Security Analysts,1.250146,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-1221,Computer and Information Research Scientists,15-1111,Computer and Information Research Scientists,15-1111,Computer and Information Research Scientists,1.154269,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-1231,Computer Network Support Specialists,15-1152,Computer Network Support Specialists,15-1152,Computer Network Support Specialists,0.7860606,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-1232,Computer User Support Specialists,15-1151,Computer User Support Specialists,15-1151,Computer User Support Specialists,0.299343,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-1241,Computer Network Architects,15-1143,Computer Network Architects,15-1143,Computer Network Architects,0.5803306,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-1242,Database Administrators,15-1141,Database Administrators,15-1141,Database Administrators,1.284863,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-1243,Database Architects,15-1141,Database Administrators,15-1141,Database Administrators,1.284863,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial
15-1244,Network and Computer Systems Administrators,15-1142,Network and Computer Systems Administrators,15-1142,Network and Computer Systems Administrators,0.7895315,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-1251,Computer Programmers,15-1131,Computer Programmers,15-1131,Computer Programmers,1.271506,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-1252,Software Developers,15-1132,"Software Developers, Applications",15-1132,"Software Developers, Applications",1.200923,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial
15-1253,Software Quality Assurance Analysts and Testers,15-1253,Software Quality Assurance Analysts and Testers (##),15-1133,"Software Developers, Systems Software",1.283308,raw_crosswalk_deduplicated,,notebook_raw_soc_bridge
15-1254,Web Developers,15-1134,Web Developers,15-1134,Web Developers,1.089463,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-1255,Web and Digital Interface Designers,15-1255,Web and Digital Interface Designers (##),15-1199,"Computer Occupations, All Other",1.232705,raw_crosswalk_deduplicated,,notebook_raw_soc_bridge
15-1299,"Computer Occupations, All Other",15-1199,"Computer Occupations, All Other",15-1199,"Computer Occupations, All Other",1.232705,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
15-2011,Actuaries,15-2011,Actuaries,15-2011,Actuaries,1.516474,raw_crosswalk_single_match,,notebook_raw_soc_bridge
15-2021,Mathematicians,15-2021,Mathematicians,15-2021,Mathematicians,1.472319,raw_crosswalk_single_match,,notebook_raw_soc_bridge
15-2031,Operations Research Analysts,15-2031,Operations Research Analysts,15-2031,Operations Research Analysts,1.40002,raw_crosswalk_single_match,,notebook_raw_soc_bridge
15-2041,Statisticians,15-2041,Statisticians,15-2041,Statisticians,1.382724,raw_crosswalk_single_match,,notebook_raw_soc_bridge
15-2051,Data Scientists,15-1121,Computer Systems Analysts,15-1121,Computer Systems Analysts,1.19815,manual_override,Notebook lock for missing-score review,notebook_locked_missing_score
15-2099,"Mathematical Science Occupations, All Other",15-2099,"Mathematical Science Occupations, All Other (##)",15-2091,Mathematical Technicians,0.7559803,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
17-1011,"Architects, Except Landscape and Naval",17-1011,"Architects, Except Landscape and Naval",17-1011,"Architects, Except Landscape and Naval",1.047142,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-1012,Landscape Architects,17-1012,Landscape Architects,17-1012,Landscape Architects,1.034388,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-1021,Cartographers and Photogrammetrists,17-1021,Cartographers and Photogrammetrists,17-1021,Cartographers and Photogrammetrists,0.8169979,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-1022,Surveyors,17-1022,Surveyors,17-1022,Surveyors,0.1460606,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2011,Aerospace Engineers,17-2011,Aerospace Engineers,17-2011,Aerospace Engineers,1.338738,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2021,Agricultural Engineers,17-2021,Agricultural Engineers,17-2021,Agricultural Engineers,0.9409636,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2031,Bioengineers and Biomedical Engineers,17-2031,Biomedical Engineers,17-2031,Biomedical Engineers,0.9874239,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2041,Chemical Engineers,17-2041,Chemical Engineers,17-2041,Chemical Engineers,1.341336,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2051,Civil Engineers,17-2051,Civil Engineers,17-2051,Civil Engineers,1.282867,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2061,Computer Hardware Engineers,17-2061,Computer Hardware Engineers,17-2061,Computer Hardware Engineers,1.141812,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2071,Electrical Engineers,17-2071,Electrical Engineers,17-2071,Electrical Engineers,1.126725,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2072,"Electronics Engineers, Except Computer",17-2072,"Electronics Engineers, Except Computer",17-2072,"Electronics Engineers, Except Computer",0.6654578,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2081,Environmental Engineers,17-2081,Environmental Engineers,17-2081,Environmental Engineers,1.343561,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.9948935,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2112,Industrial Engineers,17-2112,Industrial Engineers,17-2112,Industrial Engineers,1.13787,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2121,Marine Engineers and Naval Architects,17-2121,Marine Engineers and Naval Architects,17-2121,Marine Engineers and Naval Architects,0.5472173,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2131,Materials Engineers,17-2131,Materials Engineers,17-2131,Materials Engineers,1.037278,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2141,Mechanical Engineers,17-2141,Mechanical Engineers,17-2141,Mechanical Engineers,1.004709,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",1.34695,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2161,Nuclear Engineers,17-2161,Nuclear Engineers,17-2161,Nuclear Engineers,1.303009,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2171,Petroleum Engineers,17-2171,Petroleum Engineers,17-2171,Petroleum Engineers,1.247779,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-2199,"Engineers, All Other",17-2199,"Engineers, All Other",17-2199,"Engineers, All Other",0.787566,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3011,Architectural and Civil Drafters,17-3011,Architectural and Civil Drafters,17-3011,Architectural and Civil Drafters,0.9233925,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3012,Electrical and Electronics Drafters,17-3012,Electrical and Electronics Drafters,17-3012,Electrical and Electronics Drafters,0.910166,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3013,Mechanical Drafters,17-3013,Mechanical Drafters,17-3013,Mechanical Drafters,0.8410071,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3019,"Drafters, All Other",17-3019,"Drafters, All Other",,,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
17-3021,Aerospace Engineering and Operations Technologists and Technicians,17-3021,Aerospace Engineering and Operations Technicians,17-3021,Aerospace Engineering and Operations Technicians,0.3909402,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3022,Civil Engineering Technologists and Technicians,17-3022,Civil Engineering Technicians,17-3022,Civil Engineering Technicians,0.9323219,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3023,Electrical and Electronic Engineering Technologists and Technicians,17-3023,Electrical and Electronic Engineering Technicians,17-3023,Electrical and Electronic Engineering Technicians,0.3515252,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,17-3024,Electro-Mechanical Technicians,17-3024,Electro-Mechanical Technicians,-0.3040507,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3025,Environmental Engineering Technologists and Technicians,17-3025,Environmental Engineering Technicians,17-3025,Environmental Engineering Technicians,0.0438054,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3026,Industrial Engineering Technologists and Technicians,17-3026,Industrial Engineering Technicians,17-3026,Industrial Engineering Technicians,0.6106679,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3027,Mechanical Engineering Technologists and Technicians,17-3027,Mechanical Engineering Technicians,17-3027,Mechanical Engineering Technicians,-0.1192367,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3028,Calibration Technologists and Technicians,17-3028,Calibration Technologists and Technicians,17-3029,"Engineering Technicians, Except Drafters, All Other",0.1941278,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",17-3029,"Engineering Technicians, Except Drafters, All Other",17-3029,"Engineering Technicians, Except Drafters, All Other",0.1941278,raw_crosswalk_single_match,,notebook_raw_soc_bridge
17-3031,Surveying and Mapping Technicians,17-3031,Surveying and Mapping Technicians,17-3031,Surveying and Mapping Technicians,0.0852324,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1011,Animal Scientists,19-1011,Animal Scientists,19-1011,Animal Scientists,1.041358,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1012,Food Scientists and Technologists,19-1012,Food Scientists and Technologists,19-1012,Food Scientists and Technologists,0.7943575,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1013,Soil and Plant Scientists,19-1013,Soil and Plant Scientists,19-1013,Soil and Plant Scientists,0.6320696,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1021,Biochemists and Biophysicists,19-1021,Biochemists and Biophysicists,19-1021,Biochemists and Biophysicists,0.9060509,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1022,Microbiologists,19-1022,Microbiologists,19-1022,Microbiologists,0.6955647,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1023,Zoologists and Wildlife Biologists,19-1023,Zoologists and Wildlife Biologists,19-1023,Zoologists and Wildlife Biologists,0.3175953,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1029,"Biological Scientists, All Other",19-1029,"Biological Scientists, All Other",19-1029,"Biological Scientists, All Other",1.010193,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1031,Conservation Scientists,19-1031,Conservation Scientists,19-1031,Conservation Scientists,0.0690313,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1032,Foresters,19-1032,Foresters,19-1032,Foresters,-0.184381,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1041,Epidemiologists,19-1041,Epidemiologists,19-1041,Epidemiologists,1.436287,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1042,"Medical Scientists, Except Epidemiologists",19-1042,"Medical Scientists, Except Epidemiologists",19-1042,"Medical Scientists, Except Epidemiologists",1.279928,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-1099,"Life Scientists, All Other",19-1099,"Life Scientists, All Other",,,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
19-2011,Astronomers,19-2011,Astronomers,19-2011,Astronomers,1.373737,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-2012,Physicists,19-2012,Physicists,19-2012,Physicists,1.345736,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-2021,Atmospheric and Space Scientists,19-2021,Atmospheric and Space Scientists,19-2021,Atmospheric and Space Scientists,1.373917,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-2031,Chemists,19-2031,Chemists,19-2031,Chemists,0.5011251,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-2032,Materials Scientists,19-2032,Materials Scientists,19-2032,Materials Scientists,1.032757,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-2041,"Environmental Scientists and Specialists, Including Health",19-2041,"Environmental Scientists and Specialists, Including Health",19-2041,"Environmental Scientists and Specialists, Including Health",1.014113,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-2042,"Geoscientists, Except Hydrologists and Geographers",19-2042,"Geoscientists, Except Hydrologists and Geographers",19-2042,"Geoscientists, Except Hydrologists and Geographers",0.7143481,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-2043,Hydrologists,19-2043,Hydrologists,19-2043,Hydrologists,0.6405071,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-2099,"Physical Scientists, All Other",19-2099,"Physical Scientists, All Other",19-2099,"Physical Scientists, All Other",1.140157,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-3011,Economists,19-3011,Economists,19-3011,Economists,1.403764,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-3022,Survey Researchers,19-3022,Survey Researchers,19-3022,Survey Researchers,1.42653,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-3033,Clinical and Counseling Psychologists,19-3031,"Clinical, Counseling, and School Psychologists",19-3031,"Clinical, Counseling, and School Psychologists",1.456361,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial
19-3034,School Psychologists,19-3031,"Clinical, Counseling, and School Psychologists",19-3031,"Clinical, Counseling, and School Psychologists",1.456361,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial
19-3039,"Psychologists, All Other",19-3039,"Psychologists, All Other",19-3039,"Psychologists, All Other",1.389854,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-3041,Sociologists,19-3041,Sociologists,19-3041,Sociologists,1.411125,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-3051,Urban and Regional Planners,19-3051,Urban and Regional Planners,19-3051,Urban and Regional Planners,1.227516,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-3091,Anthropologists and Archeologists,19-3091,Anthropologists and Archeologists,19-3091,Anthropologists and Archeologists,0.6965665,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-3092,Geographers,19-3092,Geographers,19-3092,Geographers,1.436298,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-3093,Historians,19-3093,Historians,19-3093,Historians,1.098921,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-3094,Political Scientists,19-3094,Political Scientists,19-3094,Political Scientists,1.418863,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-3099,"Social Scientists and Related Workers, All Other",19-3099,"Social Scientists and Related Workers, All Other",19-3099,"Social Scientists and Related Workers, All Other",1.328048,raw_crosswalk_single_match,,notebook_raw_soc_bridge
19-4012,Agricultural Technicians,19-4011,Agricultural and Food Science Technicians,19-4011,Agricultural and Food Science Technicians,0.095719,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial
19-4013,Food Science Technicians,19-4011,Agricultural and Food Science Technicians,19-4011,Agricultural and Food Science Technicians,0.095719,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial
