soc_code,soc_title_ours,selected_felten_code,selected_felten_name,aioe_score,match_basis,manual_notes,review_source,latest_year_employment,latest_year_weight,step3_match_flag
41-1012,First-Line Supervisors of Non-Retail Sales Workers,41-1012,First-Line Supervisors of Non-Retail Sales Workers,1.316195,raw_crosswalk_single_match,,notebook_raw_soc_bridge,183660.0,0.0014082539353436159,True
11-3071,"Transportation, Storage, and Distribution Managers",11-3071,"Transportation, Storage, and Distribution Managers",0.8907923,raw_crosswalk_single_match,,notebook_raw_soc_bridge,183640.0,0.0014081005808913298,True
35-1011,Chefs and Head Cooks,35-1011,Chefs and Head Cooks,-0.2676433,raw_crosswalk_single_match,,notebook_raw_soc_bridge,182360.0,0.001398285895945017,True
11-9151,Social and Community Service Managers,11-9151,Social and Community Service Managers,1.156153,raw_crosswalk_single_match,,notebook_raw_soc_bridge,179910.0,0.001379499975539965,True
47-2051,Cement Masons and Concrete Finishers,47-2051,Cement Masons and Concrete Finishers,-1.777407,raw_crosswalk_single_match,,notebook_raw_soc_bridge,176640.0,0.0013544265225911812,True
17-2071,Electrical Engineers,17-2071,Electrical Engineers,1.126725,raw_crosswalk_single_match,,notebook_raw_soc_bridge,173280.0,0.0013286629746071096,True
27-1024,Graphic Designers,27-1024,Graphic Designers,0.7156958,raw_crosswalk_single_match,,notebook_raw_soc_bridge,170700.0,0.0013088802502621978,True
51-6011,Laundry and Dry-Cleaning Workers,51-6011,Laundry and Dry-Cleaning Workers,-1.054399,raw_crosswalk_single_match,,notebook_raw_soc_bridge,170150.0,0.001304663002824329,True
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1.234523,raw_crosswalk_single_match,,notebook_raw_soc_bridge,167230.0,0.0012822732527905526,True
43-9041,Insurance Claims and Policy Processing Clerks,43-9041,Insurance Claims and Policy Processing Clerks,1.240201,raw_crosswalk_single_match,,notebook_raw_soc_bridge,165400.0,0.001268241320406371,True
21-1022,Healthcare Social Workers,21-1022,Healthcare Social Workers,0.9339648,raw_crosswalk_single_match,,notebook_raw_soc_bridge,163150.0,0.0012509889445241802,True
41-9022,Real Estate Sales Agents,41-9022,Real Estate Sales Agents,0.8649445,raw_crosswalk_single_match,,notebook_raw_soc_bridge,162530.0,0.0012462349565033099,True
29-2099,"Health Technologists and Technicians, All Other",29-2099,"Health Technologists and Technicians, All Other (##)",-0.1060473,raw_crosswalk_deduplicated,,notebook_raw_soc_bridge,160540.0,0.001230976188500839,True
29-1127,Speech-Language Pathologists,29-1127,Speech-Language Pathologists,1.146267,raw_crosswalk_single_match,,notebook_raw_soc_bridge,160340.0,0.0012294426439779778,True
29-2072,Medical Records Specialists,29-2072,Medical Records Specialists,0.5738765,raw_crosswalk_single_match,,notebook_raw_soc_bridge,159390.0,0.0012221583074943862,True
15-1212,Information Security Analysts,15-1122,Information Security Analysts,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,158790.0,0.0012175576739258019,False
43-9199,"Office and Administrative Support Workers, All Other",43-9199,"Office and Administrative Support Workers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,154540.0,0.0011849698528149973,False
15-1253,Software Quality Assurance Analysts and Testers,15-1253,Software Quality Assurance Analysts and Testers (##),1.283308,raw_crosswalk_deduplicated,,notebook_raw_soc_bridge,154020.0,0.0011809826370555577,True
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,-0.5854128,raw_crosswalk_single_match,,notebook_raw_soc_bridge,153840.0,0.0011796024469849825,True
25-1071,"Health Specialties Teachers, Postsecondary",25-1071,"Health Specialties Teachers, Postsecondary",0.924754,raw_crosswalk_single_match,,notebook_raw_soc_bridge,153410.0,0.0011763053262608305,True
25-3041,Tutors,25-3041,Tutors,1.32533,raw_crosswalk_single_match,,notebook_raw_soc_bridge,153350.0,0.001175845262903972,True
49-9099,"Installation, Maintenance, and Repair Workers, All Other",49-9099,"Installation, Maintenance, and Repair Workers, All Other (##)",-0.5900791,raw_crosswalk_deduplicated,,notebook_raw_soc_bridge,151790.0,0.0011638836156256532,True
15-1241,Computer Network Architects,15-1143,Computer Network Architects,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,150060.0,0.001150618455502902,False
29-1071,Physician Assistants,29-1071,Physician Assistants,0.1059147,raw_crosswalk_single_match,,notebook_raw_soc_bridge,144390.0,0.0011071424682797817,True
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",-1.169815,raw_crosswalk_single_match,,notebook_raw_soc_bridge,143560.0,0.001100778258509907,True
29-1122,Occupational Therapists,29-1122,Occupational Therapists,0.1151615,raw_crosswalk_single_match,,notebook_raw_soc_bridge,142660.0,0.0010938773081570308,True
19-1042,"Medical Scientists, Except Epidemiologists",19-1042,"Medical Scientists, Except Epidemiologists",1.279928,raw_crosswalk_single_match,,notebook_raw_soc_bridge,139520.0,0.0010698006591481068,True
43-3011,Bill and Account Collectors,43-3011,Bill and Account Collectors,1.271991,raw_crosswalk_single_match,,notebook_raw_soc_bridge,138480.0,0.0010618262276292276,True
39-5092,Manicurists and Pedicurists,39-5092,Manicurists and Pedicurists,0.0335124,raw_crosswalk_single_match,,notebook_raw_soc_bridge,138370.0,0.0010609827781416538,True
29-2042,Emergency Medical Technicians,29-2041,Emergency Medical Technicians and Paramedics (#),,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,137770.0,0.0010563821445730697,False
25-2058,"Special Education Teachers, Secondary School",25-2054,"Special Education Teachers, Secondary School",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,136840.0,0.001049251162541764,False
43-6012,Legal Secretaries and Administrative Assistants,43-6012,Legal Secretaries and Administrative Assistants,1.014541,raw_crosswalk_single_match,,notebook_raw_soc_bridge,136440.0,0.0010461840734960414,True
43-4031,"Court, Municipal, and License Clerks",43-4031,"Court, Municipal, and License Clerks",1.166267,raw_crosswalk_single_match,,notebook_raw_soc_bridge,135860.0,0.0010417367943797433,True
17-2199,"Engineers, All Other",17-2199,"Engineers, All Other",0.787566,raw_crosswalk_single_match,,notebook_raw_soc_bridge,135340.0,0.0010377495786203037,True
11-1011,Chief Executives,11-1011,Chief Executives,1.334246,raw_crosswalk_single_match,,notebook_raw_soc_bridge,135150.0,0.0010362927113235854,True
43-4061,"Eligibility Interviewers, Government Programs",43-4061,"Eligibility Interviewers, Government Programs",1.226286,raw_crosswalk_single_match,,notebook_raw_soc_bridge,135070.0,0.001035679293514441,True
51-9161,Computer Numerically Controlled Tool Operators,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,133740.0,0.0010254812224374126,False
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",-0.4718385,raw_crosswalk_single_match,,notebook_raw_soc_bridge,132880.0,0.0010188869809891086,True
51-3092,Food Batchmakers,51-3092,Food Batchmakers,-0.3791114,raw_crosswalk_single_match,,notebook_raw_soc_bridge,132220.0,0.001013826284063666,True
33-1012,First-Line Supervisors of Police and Detectives,33-1012,First-Line Supervisors of Police and Detectives,-0.1923298,raw_crosswalk_single_match,,notebook_raw_soc_bridge,132080.0,0.001012752802897663,True
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",-1.036569,raw_crosswalk_single_match,,notebook_raw_soc_bridge,132010.0,0.0010122160623146615,True
11-3013,Facilities Managers,11-3011,Administrative Services Managers (#),,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,131960.0,0.0010118326761839461,False
53-3052,"Bus Drivers, Transit and Intercity",53-3021,"Bus Drivers, Transit and Intercity",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,131690.0,0.0010097623910780833,False
43-4131,Loan Interviewers and Clerks,43-4131,Loan Interviewers and Clerks,1.364395,raw_crosswalk_single_match,,notebook_raw_soc_bridge,131290.0,0.0010066953020323607,True
27-1026,Merchandise Displayers and Window Trimmers,27-1026,Merchandise Displayers and Window Trimmers,-1.001413,raw_crosswalk_single_match,,notebook_raw_soc_bridge,131260.0,0.0010064652703539313,True
43-3051,Payroll and Timekeeping Clerks,43-3051,Payroll and Timekeeping Clerks,1.257632,raw_crosswalk_single_match,,notebook_raw_soc_bridge,129760.0,0.000994963686432471,True
49-3021,Automotive Body and Related Repairers,49-3021,Automotive Body and Related Repairers,-1.180589,raw_crosswalk_single_match,,notebook_raw_soc_bridge,129690.0,0.0009944269458494694,True
51-9198,Helpers--Production Workers,51-9198,Helpers--Production Workers,-1.411304,raw_crosswalk_single_match,,notebook_raw_soc_bridge,128680.0,0.0009866825460090195,True
47-4011,Construction and Building Inspectors,47-4011,Construction and Building Inspectors,0.2860245,raw_crosswalk_single_match,,notebook_raw_soc_bridge,128320.0,0.0009839221658678688,True
29-2053,Psychiatric Technicians,29-2053,Psychiatric Technicians,-0.2203484,raw_crosswalk_single_match,,notebook_raw_soc_bridge,128150.0,0.0009826186530234367,True
53-6021,Parking Attendants,53-6021,Parking Attendants,-0.8353891,raw_crosswalk_single_match,,notebook_raw_soc_bridge,128060.0,0.0009819285579881491,True
27-2012,Producers and Directors,27-2012,Producers and Directors,0.9388108,raw_crosswalk_single_match,,notebook_raw_soc_bridge,125620.0,0.0009632193148092401,True
25-9044,"Teaching Assistants, Postsecondary",25-1191,Graduate Teaching Assistants,,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,125300.0,0.0009607656435726619,False
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,124620.0,0.0009555515921949332,False
13-1121,"Meeting, Convention, and Event Planners",13-1121,"Meeting, Convention, and Event Planners",0.3740207,raw_crosswalk_single_match,,notebook_raw_soc_bridge,124280.0,0.0009529445665060688,True
51-5112,Printing Press Operators,51-5112,Printing Press Operators,-0.7093881,raw_crosswalk_single_match,,notebook_raw_soc_bridge,123810.0,0.0009493407368773445,True
11-9033,"Education Administrators, Postsecondary",11-9033,"Education Administrators, Postsecondary",1.461149,raw_crosswalk_single_match,,notebook_raw_soc_bridge,123600.0,0.0009477305151283401,True
31-9097,Phlebotomists,31-9097,Phlebotomists,-0.2778475,raw_crosswalk_single_match,,notebook_raw_soc_bridge,123240.0,0.0009449701349871896,True
43-4111,"Interviewers, Except Eligibility and Loan",43-4111,"Interviewers, Except Eligibility and Loan",1.297031,raw_crosswalk_single_match,,notebook_raw_soc_bridge,120960.0,0.0009274877274265697,True
53-7081,Refuse and Recyclable Material Collectors,53-7081,Refuse and Recyclable Material Collectors,-1.283373,raw_crosswalk_single_match,,notebook_raw_soc_bridge,119930.0,0.0009195899731338335,True
15-1231,Computer Network Support Specialists,15-1152,Computer Network Support Specialists,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,119880.0,0.0009192065870031182,False
19-5011,Occupational Health and Safety Specialists,19-5011,Occupational Health and Safety Specialists,0.8349371,raw_crosswalk_single_match,,notebook_raw_soc_bridge,118790.0,0.0009108487693535236,True
47-2181,Roofers,47-2181,Roofers,-1.752941,raw_crosswalk_single_match,,notebook_raw_soc_bridge,118240.0,0.0009066315219156548,True
43-4199,"Information and Record Clerks, All Other",43-4199,"Information and Record Clerks, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,118140.0,0.000905864749654224,False
29-1126,Respiratory Therapists,29-1126,Respiratory Therapists,-0.1880507,raw_crosswalk_single_match,,notebook_raw_soc_bridge,117770.0,0.0009030276922869305,True
49-3011,Aircraft Mechanics and Service Technicians,49-3011,Aircraft Mechanics and Service Technicians,-0.6551197,raw_crosswalk_single_match,,notebook_raw_soc_bridge,115650.0,0.0008867721203445997,True
51-3021,Butchers and Meat Cutters,51-3021,Butchers and Meat Cutters,-0.9709924,raw_crosswalk_single_match,,notebook_raw_soc_bridge,114510.0,0.0008780309165642898,True
25-4022,Librarians and Media Collections Specialists,25-9011,Audio-Visual and Multimedia Collections Specialists,,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,113580.0,0.0008708999345329843,False
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",-0.853048,raw_crosswalk_single_match,,notebook_raw_soc_bridge,113220.0,0.0008681395543918338,True
21-1023,Mental Health and Substance Abuse Social Workers,21-1023,Mental Health and Substance Abuse Social Workers,1.119216,raw_crosswalk_single_match,,notebook_raw_soc_bridge,111770.0,0.0008570213566010887,True
13-2099,"Financial Specialists, All Other",13-2099,"Financial Specialists, All Other",1.361362,raw_crosswalk_single_match,,notebook_raw_soc_bridge,110390.0,0.0008464398993933451,True
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",-1.146139,raw_crosswalk_single_match,,notebook_raw_soc_bridge,110090.0,0.0008441395826090531,True
29-2056,Veterinary Technologists and Technicians,29-2056,Veterinary Technologists and Technicians,-0.3623179,raw_crosswalk_single_match,,notebook_raw_soc_bridge,109570.0,0.0008401523668496134,True
29-1021,"Dentists, General",29-1021,"Dentists, General",-0.1813301,raw_crosswalk_single_match,,notebook_raw_soc_bridge,109300.0,0.0008380820817437505,True
25-1199,"Postsecondary Teachers, All Other",25-1199,"Postsecondary Teachers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,105900.0,0.0008120118248551069,False
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,0.227312,raw_crosswalk_single_match,,notebook_raw_soc_bridge,105090.0,0.0008058009695375183,True
51-9011,Chemical Equipment Operators and Tenders,51-9011,Chemical Equipment Operators and Tenders,-0.511521,raw_crosswalk_single_match,,notebook_raw_soc_bridge,105060.0,0.000805570937859089,True
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,-0.7735824,raw_crosswalk_single_match,,notebook_raw_soc_bridge,104650.0,0.0008024271715872231,True
43-9021,Data Entry Keyers,43-9021,Data Entry Keyers,0.3108081,raw_crosswalk_single_match,,notebook_raw_soc_bridge,104620.0,0.000802197139908794,True
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",-0.5548871,raw_crosswalk_single_match,,notebook_raw_soc_bridge,104560.0,0.0008017370765519355,True
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",-0.2420959,raw_crosswalk_single_match,,notebook_raw_soc_bridge,103900.0,0.000796676379626493,True
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",-1.185001,raw_crosswalk_single_match,,notebook_raw_soc_bridge,102000.0,0.0007821077066593097,True
47-2211,Sheet Metal Workers,47-2211,Sheet Metal Workers,-1.174972,raw_crosswalk_single_match,,notebook_raw_soc_bridge,101920.0,0.0007814942888501652,True
29-2055,Surgical Technologists,29-2055,Surgical Technologists,-0.4830476,raw_crosswalk_single_match,,notebook_raw_soc_bridge,101230.0,0.0007762035602462934,True
35-2015,"Cooks, Short Order",35-2015,"Cooks, Short Order",-0.5933817,raw_crosswalk_single_match,,notebook_raw_soc_bridge,100970.0,0.0007742099523665736,True
39-1022,First-Line Supervisors of Personal Service Workers,39-1021,First-Line Supervisors of Personal Service Workers (#),,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,100150.0,0.0007679224198228418,False
25-3099,"Teachers and Instructors, All Other",25-3099,"Teachers and Instructors, All Other",1.32533,raw_crosswalk_single_match,,notebook_raw_soc_bridge,98620.0,0.0007561908042229522,True
17-1011,"Architects, Except Landscape and Naval",17-1011,"Architects, Except Landscape and Naval",1.047142,raw_crosswalk_single_match,,notebook_raw_soc_bridge,98440.0,0.0007548106141523769,True
47-4051,Highway Maintenance Workers,47-4051,Highway Maintenance Workers,-1.27909,raw_crosswalk_single_match,,notebook_raw_soc_bridge,97990.0,0.0007513601389759388,True
33-3021,Detectives and Criminal Investigators,33-3021,Detectives and Criminal Investigators,0.2257696,raw_crosswalk_single_match,,notebook_raw_soc_bridge,97970.0,0.0007512067845236527,True
51-8031,Water and Wastewater Treatment Plant and System Operators,51-8031,Water and Wastewater Treatment Plant and System Operators,-0.44501,raw_crosswalk_single_match,,notebook_raw_soc_bridge,96000.0,0.000736101370973468,True
25-9099,"Educational Instruction and Library Workers, All Other",25-9099,"Education, Training, and Library Workers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,95390.0,0.0007314240601787407,False
13-1131,Fundraisers,13-1131,Fundraisers,1.242567,raw_crosswalk_single_match,,notebook_raw_soc_bridge,95130.0,0.0007294304522990209,True
53-2031,Flight Attendants,53-2031,Flight Attendants,-0.7621183,raw_crosswalk_single_match,,notebook_raw_soc_bridge,94600.0,0.0007253665593134383,True
31-9099,"Healthcare Support Workers, All Other",31-9099,"Healthcare Support Workers, All Other",0.1660077,raw_crosswalk_single_match,,notebook_raw_soc_bridge,94530.0,0.0007248298187304367,True
31-2021,Physical Therapist Assistants,31-2021,Physical Therapist Assistants,-0.5308535,raw_crosswalk_single_match,,notebook_raw_soc_bridge,94000.0,0.0007207659257448541,True
15-1255,Web and Digital Interface Designers,15-1255,Web and Digital Interface Designers (##),1.232705,raw_crosswalk_deduplicated,,notebook_raw_soc_bridge,93590.0,0.0007176221594729882,True
25-2012,"Kindergarten Teachers, Except Special Education",25-2012,"Kindergarten Teachers, Except Special Education",0.3644047,raw_crosswalk_single_match,,notebook_raw_soc_bridge,91740.0,0.0007034368726365203,True
15-2031,Operations Research Analysts,15-2031,Operations Research Analysts,1.40002,raw_crosswalk_single_match,,notebook_raw_soc_bridge,91170.0,0.0006990662707463654,True
21-1099,"Community and Social Service Specialists, All Other",21-1099,"Community and Social Service Specialists, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,91100.0,0.0006985295301633639,False
25-1194,"Career/Technical Education Teachers, Postsecondary",25-1194,"Career/Technical Education Teachers, Postsecondary",0.1622185,raw_crosswalk_single_match,,notebook_raw_soc_bridge,90220.0,0.0006917819342627737,True
17-3011,Architectural and Civil Drafters,17-3011,Architectural and Civil Drafters,0.9233925,raw_crosswalk_single_match,,notebook_raw_soc_bridge,90060.0,0.0006905550986444846,True
49-3093,Tire Repairers and Changers,49-3093,Tire Repairers and Changers,-1.550724,raw_crosswalk_single_match,,notebook_raw_soc_bridge,89730.0,0.0006880247501817634,True
11-9121,Natural Sciences Managers,11-9121,Natural Sciences Managers,1.327906,raw_crosswalk_single_match,,notebook_raw_soc_bridge,89440.0,0.0006858011106236143,True
49-9051,Electrical Power-Line Installers and Repairers,49-9051,Electrical Power-Line Installers and Repairers,-1.081398,raw_crosswalk_single_match,,notebook_raw_soc_bridge,89370.0,0.0006852643700406128,True
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.74266,raw_crosswalk_single_match,,notebook_raw_soc_bridge,89240.0,0.000684267566100753,True
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1021,First-Line Supervisors of Personal Service Workers (#),,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,89000.0,0.0006824273126733193,False
31-9011,Massage Therapists,31-9011,Massage Therapists,-1.410233,raw_crosswalk_single_match,,notebook_raw_soc_bridge,88270.0,0.0006768298751648752,True
53-2011,"Airline Pilots, Copilots, and Flight Engineers",53-2011,"Airline Pilots, Copilots, and Flight Engineers",-0.2070626,raw_crosswalk_single_match,,notebook_raw_soc_bridge,87710.0,0.0006725359505008633,True
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.593021,raw_crosswalk_single_match,,notebook_raw_soc_bridge,86110.0,0.0006602675943179722,True
51-6031,Sewing Machine Operators,51-6031,Sewing Machine Operators,-0.9639661,raw_crosswalk_single_match,,notebook_raw_soc_bridge,85780.0,0.0006577372458552509,True
43-5011,Cargo and Freight Agents,43-5011,Cargo and Freight Agents,1.405415,raw_crosswalk_single_match,,notebook_raw_soc_bridge,84960.0,0.0006514497133115191,True
53-6031,Automotive and Watercraft Service Attendants,53-6031,Automotive and Watercraft Service Attendants,-1.221489,raw_crosswalk_single_match,,notebook_raw_soc_bridge,84700.0,0.0006494561054317993,True
25-2032,"Career/Technical Education Teachers, Secondary School",25-2032,"Career/Technical Education Teachers, Secondary School",0.3734505,raw_crosswalk_single_match,,notebook_raw_soc_bridge,84600.0,0.0006486893331703687,True
13-1141,"Compensation, Benefits, and Job Analysis Specialists",13-1141,"Compensation, Benefits, and Job Analysis Specialists",1.440985,raw_crosswalk_single_match,,notebook_raw_soc_bridge,84230.0,0.0006458522758030751,True
17-2072,"Electronics Engineers, Except Computer",17-2072,"Electronics Engineers, Except Computer",0.6654578,raw_crosswalk_single_match,,notebook_raw_soc_bridge,84170.0,0.0006453922124462167,True
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",-1.346555,raw_crosswalk_single_match,,notebook_raw_soc_bridge,81310.0,0.0006234625257692987,True
17-3023,Electrical and Electronic Engineering Technologists and Technicians,17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.3515252,raw_crosswalk_single_match,,notebook_raw_soc_bridge,80770.0,0.000619321955557573,True
37-2021,Pest Control Workers,37-2021,Pest Control Workers,-0.7255374,raw_crosswalk_single_match,,notebook_raw_soc_bridge,80740.0,0.0006190919238791438,True
13-2053,Insurance Underwriters,13-2053,Insurance Underwriters,1.326652,raw_crosswalk_single_match,,notebook_raw_soc_bridge,80330.0,0.000615948157607278,True
41-9099,"Sales and Related Workers, All Other",41-9099,"Sales and Related Workers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,78040.0,0.000598389072820515,False
43-5031,Public Safety Telecommunicators,43-5031,Public Safety Telecommunicators,0.9074452,raw_crosswalk_single_match,,notebook_raw_soc_bridge,77980.0,0.0005979290094636566,True
25-2057,"Special Education Teachers, Middle School",25-2053,"Special Education Teachers, Middle School",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,77510.0,0.0005943251798349324,False
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",1.353098,raw_crosswalk_single_match,,notebook_raw_soc_bridge,76920.0,0.0005898012234924913,True
29-2032,Diagnostic Medical Sonographers,29-2032,Diagnostic Medical Sonographers,-0.264054,raw_crosswalk_single_match,,notebook_raw_soc_bridge,76860.0,0.0005893411601356328,True
33-9091,Crossing Guards and Flaggers,33-9091,Crossing Guards and Flaggers,-0.5699511,raw_crosswalk_single_match,,notebook_raw_soc_bridge,76600.0,0.000587347552255913,True
21-1015,Rehabilitation Counselors,21-1015,Rehabilitation Counselors,0.5025014,raw_crosswalk_single_match,,notebook_raw_soc_bridge,76200.0,0.0005842804632101902,True
19-2041,"Environmental Scientists and Specialists, Including Health",19-2041,"Environmental Scientists and Specialists, Including Health",1.014113,raw_crosswalk_single_match,,notebook_raw_soc_bridge,75770.0,0.0005809833424860382,True
29-2043,Paramedics,29-2043,Paramedics,-0.6863446,raw_crosswalk_single_match,,notebook_raw_soc_bridge,74390.0,0.0005704018852782946,True
27-3041,Editors,27-3041,Editors,1.128221,raw_crosswalk_single_match,,notebook_raw_soc_bridge,74190.0,0.0005688683407554332,True
49-9052,Telecommunications Line Installers and Repairers,49-9052,Telecommunications Line Installers and Repairers,-1.083883,raw_crosswalk_single_match,,notebook_raw_soc_bridge,73930.0,0.0005668747328757134,True
29-1215,Family Medicine Physicians,29-1215,Family Medicine Physicians,1.031925,raw_crosswalk_single_match,,notebook_raw_soc_bridge,73860.0,0.000566337992292712,True
49-2098,Security and Fire Alarm Systems Installers,49-2098,Security and Fire Alarm Systems Installers,-0.6926484,raw_crosswalk_single_match,,notebook_raw_soc_bridge,73710.0,0.0005651878339005659,True
11-3061,Purchasing Managers,11-3061,Purchasing Managers,1.423426,raw_crosswalk_single_match,,notebook_raw_soc_bridge,72860.0,0.000558670269678405,True
41-3011,Advertising Sales Agents,41-3011,Advertising Sales Agents,1.162588,raw_crosswalk_single_match,,notebook_raw_soc_bridge,72850.0,0.0005585935924522619,True
33-1091,First-Line Supervisors of Security Workers,33-1099,"First-Line Supervisors of Protective Service Workers, All Other (#)",,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,72230.0,0.0005538396044313916,False
47-2081,Drywall and Ceiling Tile Installers,47-2081,Drywall and Ceiling Tile Installers,-1.647971,raw_crosswalk_single_match,,notebook_raw_soc_bridge,71740.0,0.0005500824203503812,True
19-2031,Chemists,19-2031,Chemists,0.5011251,raw_crosswalk_single_match,,notebook_raw_soc_bridge,71030.0,0.0005446383372942232,True
15-1251,Computer Programmers,15-1131,Computer Programmers,,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,70460.0,0.0005402677354040682,False
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",-0.819664,raw_crosswalk_single_match,,notebook_raw_soc_bridge,70090.0,0.0005374306780367747,True
35-9099,"Food Preparation and Serving Related Workers, All Other",35-9099,"Food Preparation and Serving Related Workers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,69960.0,0.0005364338740969148,False
43-4121,"Library Assistants, Clerical",43-4121,"Library Assistants, Clerical",0.2038919,raw_crosswalk_single_match,,notebook_raw_soc_bridge,69710.0,0.0005345169434433381,True
29-1131,Veterinarians,29-1131,Veterinarians,-0.0749958,raw_crosswalk_single_match,,notebook_raw_soc_bridge,69580.0,0.0005335201395034781,True
25-1121,"Art, Drama, and Music Teachers, Postsecondary",25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.7582769,raw_crosswalk_single_match,,notebook_raw_soc_bridge,69270.0,0.000531143145493043,True
39-9041,Residential Advisors,39-9041,Residential Advisors,0.4746119,raw_crosswalk_single_match,,notebook_raw_soc_bridge,69050.0,0.0005294562465178955,True
33-9099,"Protective Service Workers, All Other",33-9099,"Protective Service Workers, All Other",0.0764088,raw_crosswalk_single_match,,notebook_raw_soc_bridge,67210.0,0.0005153476369075706,True
31-9093,Medical Equipment Preparers,31-9093,Medical Equipment Preparers,-0.7308648,raw_crosswalk_single_match,,notebook_raw_soc_bridge,65990.0,0.0005059930153181162,True
29-1031,Dietitians and Nutritionists,29-1031,Dietitians and Nutritionists,1.342809,raw_crosswalk_single_match,,notebook_raw_soc_bridge,65750.0,0.0005041527618906825,True
